Time (s),AF1,AF2,AF7,AF8,AFZ,C1,C2,C3,C4,C5,C6,CP1,CP2,CP3,CP4,CP5,CP6,CPZ,CZ,F1,F2,F3,F4,F5,F6,F7,F8,FC1,FC2,FC3,FC4,FC5,FC6,FCZ,FP1,FP2,FPZ,FT7,FT8,FZ,O1,O2,OZ,P1,P2,P3,P4,P5,P6,P7,P8,PO1,PO2,PO7,PO8,POZ,PZ,T7,T8,TP7,TP8,X,Y,nd
0.73046875,12.99,10.895,13.418,14.882,11.22,8.148,0.305,11.932,3.957,11.434,6.134,-2.258,0.631,-2.34,1.617,10.396,-8.087,-0.478,42.694,10.335,6.877,12.115,4.873,17.08,3.835,14.333,21.332,4.242,5.371,6.704,3.408,14.17,8.738,3.977,16.958,12.553,16.836,26.459,6.439,8.23,-2.838,-1.129,-3.174,-4.313,-3.398,-4.232,-1.851,-3.947,-1.933,-1.383,-3.815,-5.178,-4.801,-13.672,-7.05,-5.778,-3.774,8.82,-0.956,9.216,-0.641,25.981,23.173,16.978
0.734375,8.108,8.942,10.976,14.394,8.779,4.242,-0.671,8.026,-3.367,6.063,2.716,-0.793,0.142,0.102,0.641,3.56,5.585,-0.478,39.276,9.359,4.924,12.115,4.873,8.291,6.765,9.939,18.402,5.707,3.418,9.145,2.92,11.729,7.762,3.977,11.098,10.6,12.929,22.064,3.51,6.765,-6.744,-4.547,-6.104,-3.825,-4.374,-2.279,-2.828,-1.017,-2.421,0.081,-4.791,-6.154,-5.778,12.207,3.204,-7.731,-3.774,7.843,3.438,4.333,0.824,21.586,20.732,11.119
0.73828125,4.69,7.477,7.07,15.859,6.337,1.312,4.7,2.655,5.422,5.575,-0.214,0.671,-0.346,1.567,0.641,-6.205,14.862,0.01,35.37,7.406,3.947,11.139,4.873,3.408,7.741,5.056,5.707,6.195,1.465,10.122,2.92,5.381,3.855,3.001,6.215,11.088,8.046,11.81,5.463,5.788,-7.721,-6.012,-7.08,-2.848,-4.374,-1.302,-2.828,1.912,-2.421,1.058,-2.838,-5.666,-4.801,4.883,2.228,-7.243,-2.797,4.425,6.856,0.427,2.777,17.192,16.337,6.724
0.7421875,4.201,6.989,3.164,15.859,5.361,-4.059,12.512,-6.622,29.836,7.528,-0.214,1.648,-0.346,2.543,0.641,-18.901,7.05,0.498,33.905,5.941,4.435,11.139,4.384,4.873,5.3,0.661,-7.477,6.195,0.977,9.145,3.408,2.94,-1.516,2.513,5.239,12.553,6.582,5.463,10.834,4.323,-5.28,-4.547,-5.127,-1.872,-2.909,-0.326,-1.851,2.889,-1.444,1.058,-0.397,-4.201,-2.848,2.441,-11.932,-5.29,-1.821,1.007,6.368,-0.549,4.242,14.75,12.431,5.259
0.74609375,6.154,7.965,2.187,13.418,5.849,4.73,-5.554,9.003,-17.527,7.528,2.716,1.648,0.142,3.52,1.129,19.185,6.073,0.987,33.905,5.941,6.388,11.627,4.873,7.802,3.347,-2.268,-13.336,5.219,1.953,7.192,6.337,4.893,-3.957,3.001,6.704,13.529,8.046,3.021,13.275,4.812,-1.862,-1.617,-2.197,-0.895,-1.444,-0.326,-0.387,1.912,0.02,0.081,2.045,-2.248,-1.383,14.16,9.552,-2.848,-0.844,1.495,3.927,0.916,4.73,13.774,9.013,6.724
0.75,8.596,9.918,4.629,7.558,6.337,2.289,3.235,-2.716,2.492,4.11,5.646,1.648,0.631,4.496,1.129,13.814,4.12,0.987,32.928,5.941,7.853,11.627,7.314,6.826,5.3,-1.292,-8.453,4.242,3.906,5.239,9.755,7.823,-0.539,3.001,8.657,12.065,9.023,-0.885,8.392,5.788,-0.397,0.336,-0.244,-0.407,-0.956,-0.814,-0.387,-0.041,1.485,-1.383,2.533,-0.783,-0.895,1.465,10.04,-1.383,-0.844,3.937,2.95,3.845,4.73,12.797,7.548,8.677
0.75390625,9.084,10.406,8.535,0.234,6.826,1.312,4.7,3.143,5.91,-0.285,7.599,1.648,0.631,4.985,0.641,16.744,0.214,1.475,29.999,5.941,8.341,9.674,10.732,1.455,9.694,4.567,2.777,3.265,5.371,5.239,10.732,7.823,7.273,3.001,8.169,7.182,7.558,-6.744,-0.397,6.276,-0.397,0.336,-0.732,-0.407,-1.933,-0.814,-0.387,-1.994,0.997,-2.848,0.58,-0.783,-1.872,-1.953,6.622,-1.872,-1.821,7.355,4.903,5.798,4.73,10.356,7.06,8.677
0.7578125,7.131,9.918,11.464,-4.161,6.826,12.054,-1.648,35.37,-0.437,-1.75,7.111,1.648,0.142,4.985,0.641,7.467,4.12,0.987,26.581,4.964,7.365,6.256,12.685,-2.94,12.136,14.333,12.543,3.265,5.371,5.727,8.291,3.916,13.621,3.001,6.215,0.346,4.629,-3.815,-3.815,5.3,-1.373,-0.641,-1.709,-0.895,-2.421,-0.814,-0.875,-1.994,0.509,-3.825,-1.862,-0.783,-2.848,-9.277,-9.003,-2.848,-2.309,9.796,7.345,6.287,3.754,9.379,8.525,7.212
0.76171875,5.666,8.453,13.906,-2.207,6.826,-6.012,7.141,-19.318,13.234,1.18,5.646,1.16,-0.346,3.52,1.129,4.049,11.444,0.987,26.581,4.964,7.365,3.326,11.709,0.966,9.694,23.61,16.937,3.754,3.906,5.727,4.384,-0.966,14.598,3.001,6.215,-3.56,5.117,13.275,4.486,5.3,-0.397,-1.617,-1.221,-0.895,-1.933,-0.814,-0.875,-1.506,0.02,-1.383,-1.862,-0.783,-1.383,6.348,9.064,-2.36,-1.821,11.749,8.321,5.798,2.289,11.82,11.943,6.724
0.765625,6.154,8.453,15.859,7.07,7.802,2.289,5.188,-6.622,15.188,7.039,4.669,1.16,0.142,2.055,1.617,-8.158,3.143,0.987,32.44,4.964,7.365,2.838,7.802,12.197,5.3,27.517,16.937,3.754,2.93,4.262,1.455,-2.431,10.203,3.001,10.122,-1.119,10.976,32.806,17.67,5.3,1.556,-0.641,0.244,0.081,-0.468,-0.326,0.102,-0.041,0.509,4.476,-0.397,0.682,1.058,-11.719,-2.167,-0.407,-0.356,14.679,7.345,6.775,0.824,18.168,17.314,10.142
0.76953125,8.108,8.942,17.324,19.277,9.267,-5.035,5.188,-5.157,7.375,8.993,4.669,0.671,1.119,1.078,2.106,1.119,14.862,0.987,39.764,6.429,6.877,4.791,3.408,22.939,3.347,23.122,15.961,3.754,2.441,3.286,1.455,0.498,4.344,3.489,15.981,7.67,17.812,32.806,22.552,6.276,3.51,1.801,2.197,0.57,0.997,0.163,1.567,1.424,1.485,9.847,1.068,2.146,3.011,-4.395,11.017,1.546,1.109,16.632,6.368,8.24,-0.153,24.516,22.196,15.513
0.7734375,10.061,7.965,16.836,27.578,9.755,3.265,3.235,4.12,0.539,6.063,5.157,0.183,1.607,1.078,2.594,8.931,4.12,0.987,44.647,7.406,6.388,7.233,0.478,24.404,6.276,12.38,15.961,3.265,2.441,3.286,3.408,4.405,1.902,3.977,18.911,18.412,20.742,9.369,13.275,6.765,2.533,3.265,2.686,0.57,1.973,1.139,1.567,2.401,1.973,10.824,2.045,2.146,3.011,7.812,5.157,1.546,1.109,14.679,8.321,9.216,0.824,26.469,23.173,18.443
0.77734375,10.061,6.5,12.929,27.089,7.802,4.242,2.258,6.561,0.539,0.203,5.646,0.183,1.607,1.567,2.594,0.631,2.167,0.498,42.206,7.894,5.412,8.209,1.943,14.638,12.136,1.149,14.984,3.265,3.418,4.751,5.849,5.87,4.344,3.977,15.981,24.272,17.812,-20.416,-1.373,6.276,0.092,2.777,0.732,0.081,0.997,0.163,1.567,2.401,1.485,5.941,1.556,0.193,1.058,-9.277,1.251,-0.407,-0.844,7.843,11.739,8.728,2.777,22.074,18.778,16.49
0.78125,7.131,5.035,7.558,18.3,4.873,-0.641,3.235,2.167,6.887,-2.726,5.646,-0.305,1.119,1.567,3.082,12.838,1.678,0.498,33.905,6.429,4.435,7.721,4.873,0.966,15.066,-5.686,11.566,3.754,3.906,6.215,6.826,3.916,8.738,3.489,8.169,20.854,10.0,-29.694,-7.721,5.3,-3.815,0.336,-2.197,-1.872,-0.956,-1.302,0.59,-0.041,0.997,-1.872,0.58,-2.736,-1.872,7.812,-0.214,-3.337,-2.797,-2.411,14.181,6.287,5.219,13.285,10.478,9.165
0.78515625,4.201,5.524,3.652,7.558,2.431,4.242,1.282,6.561,1.027,0.203,5.157,-0.793,1.119,0.59,3.571,16.256,-6.134,0.01,25.116,4.964,3.947,6.256,7.802,-6.358,11.648,-5.686,5.219,3.754,3.906,5.727,5.849,1.475,10.203,3.489,0.844,10.6,3.164,-13.58,0.58,3.835,-5.28,-2.106,-3.662,-3.337,-1.933,-3.255,0.59,-2.97,1.485,-7.243,1.068,-5.178,-2.36,2.441,1.74,-5.29,-3.286,-8.759,11.739,3.845,6.195,6.449,3.642,1.353
0.7890625,2.248,6.989,1.699,2.187,2.431,7.66,3.235,11.444,2.004,7.039,4.669,-1.282,1.119,-0.875,3.571,3.56,2.167,0.498,21.698,3.499,3.947,5.28,6.826,-4.405,4.323,-0.315,-1.129,2.777,3.418,4.262,2.431,1.475,7.762,3.001,-1.597,0.346,-0.254,13.763,14.252,3.347,-3.815,-2.106,-3.174,-3.337,-1.933,-4.72,1.078,-4.924,1.973,-6.266,2.533,-5.178,-1.383,-2.93,-0.702,-5.29,-2.309,-5.829,6.856,4.333,6.195,4.985,1.689,-1.088
0.79296875,1.76,8.453,2.675,6.093,2.92,0.336,3.235,-4.669,2.981,11.434,4.181,-0.793,1.119,-0.875,3.082,14.303,9.491,0.987,24.139,3.499,3.459,5.768,3.408,2.92,-2.513,6.521,-6.012,1.801,2.441,2.309,-0.01,3.428,1.414,2.024,1.821,-4.537,0.722,30.365,19.623,2.858,-0.885,-0.641,-0.732,-2.36,-0.956,-3.743,1.078,-3.947,2.462,-1.383,3.51,-2.736,0.081,-8.301,8.575,-3.337,-0.356,3.937,2.462,7.263,4.73,7.914,6.571,1.841
0.796875,2.736,6.989,3.164,14.882,3.408,2.777,1.77,4.608,3.957,10.457,3.204,0.671,1.119,1.567,1.617,6.978,0.702,1.963,28.046,3.499,2.482,6.256,-0.498,8.291,-4.466,9.939,-6.5,1.312,0.977,1.821,1.455,4.893,-2.981,2.024,7.192,-1.119,5.117,29.877,12.299,2.858,1.556,1.312,1.221,0.57,-0.468,-1.302,0.59,-0.041,1.485,3.988,2.045,-0.295,0.081,0.488,-4.12,-1.383,0.621,14.191,0.02,10.193,2.777,11.82,13.407,7.212
0.80078125,2.736,3.571,4.14,20.742,2.431,4.242,0.793,4.608,-2.879,6.063,2.228,2.625,0.142,5.473,-0.336,-19.877,-6.134,1.963,30.487,3.011,1.506,6.744,-1.475,8.779,-3.001,8.474,-3.571,1.312,0.977,3.286,5.361,2.94,-4.934,1.536,8.657,5.717,9.511,20.111,1.068,1.882,1.068,1.801,0.732,2.035,-1.444,2.116,-0.875,4.354,-0.956,5.452,-0.885,0.682,-1.383,-5.371,-3.632,-1.383,-0.356,17.609,0.02,11.658,0.824,12.797,17.802,9.165
0.8046875,2.736,0.641,6.582,19.277,0.966,3.265,4.211,2.655,6.399,4.11,1.74,3.601,-0.346,7.914,-1.801,-6.694,1.678,1.475,30.975,3.011,2.482,6.256,0.966,7.314,-0.071,5.544,0.336,2.777,1.465,5.727,7.314,0.01,-2.492,2.024,7.192,11.088,11.464,10.834,-1.862,1.882,-0.885,0.336,-1.221,1.546,-2.909,4.069,-2.34,6.795,-2.421,3.988,-3.326,0.193,-3.337,-3.906,-11.932,-3.337,-1.821,12.238,0.509,10.193,-1.129,11.82,17.802,7.701
0.80859375,2.736,1.129,10.976,11.464,1.455,-1.617,4.211,-9.552,7.863,7.528,1.74,3.113,-0.834,6.938,-1.312,2.584,6.073,0.987,31.952,3.499,4.435,6.256,5.361,8.291,1.394,4.567,5.219,4.73,2.93,7.192,5.361,-0.966,1.902,3.489,4.262,11.576,11.464,4.974,4.486,2.37,-2.35,-2.594,-3.174,0.57,-3.886,3.092,-3.316,6.307,-2.909,2.035,-3.326,-1.76,-4.313,-1.465,3.204,-4.801,-2.797,3.937,1.485,7.751,-1.617,12.309,14.872,5.747
0.8125,4.201,5.035,12.929,3.652,3.896,9.125,-0.671,20.233,-4.832,11.434,3.204,1.648,-1.322,4.496,-0.336,-1.811,-6.134,0.498,35.37,5.452,6.877,7.233,8.779,11.709,2.37,7.497,9.613,5.707,3.906,7.68,1.455,1.963,6.297,4.466,4.262,8.647,9.511,-1.862,10.345,4.323,-3.326,-3.571,-3.174,-0.895,-3.886,1.628,-2.34,3.866,-1.933,2.035,-1.862,-2.736,-3.337,3.418,-4.12,-5.29,-2.797,-0.458,4.415,5.798,-0.641,14.75,11.454,4.771
0.81640625,5.666,9.918,10.488,-0.254,6.826,1.801,2.747,-8.087,-1.902,10.457,3.693,0.671,-0.834,2.055,1.129,7.955,0.702,0.498,39.276,6.917,8.341,8.698,9.755,12.197,3.347,11.892,14.496,5.707,3.906,6.704,-0.01,7.334,9.226,4.954,6.704,5.717,6.582,-7.233,6.927,6.765,-2.35,-3.571,-2.686,-1.383,-2.909,-0.326,-1.363,0.936,-0.468,2.523,0.092,-2.736,-2.848,17.09,12.482,-4.313,-1.821,1.984,8.321,4.333,1.801,17.68,9.501,6.724
0.8203125,5.666,11.383,3.164,0.722,7.802,11.566,0.793,10.468,2.981,3.133,3.204,0.183,-0.834,1.078,0.641,0.631,-4.669,0.987,39.764,6.917,7.365,9.186,8.779,7.802,4.812,12.868,16.449,4.242,3.418,5.239,2.92,9.776,9.715,4.466,8.169,3.764,3.652,-8.698,-3.326,6.765,-1.862,-3.082,-2.197,-1.383,-2.909,-1.79,-1.363,-1.506,-0.468,1.546,-0.397,-1.76,-3.337,-8.789,-4.608,-3.825,-1.821,6.378,10.763,2.38,2.777,16.703,8.525,8.189
0.82421875,4.201,8.942,-1.231,4.628,6.826,-5.524,4.211,-8.575,5.422,-5.656,1.251,0.671,-0.834,2.055,-0.336,-4.74,11.932,0.987,35.37,5.452,5.412,8.209,6.337,0.478,6.765,7.985,14.984,3.265,2.441,3.774,6.337,6.846,8.25,3.489,7.192,4.252,3.652,-1.373,-9.674,5.3,-2.35,-2.594,-3.174,-1.383,-3.886,-2.279,-2.828,-2.97,-2.421,-0.407,-3.326,-1.76,-4.801,2.441,9.552,-4.313,-2.309,8.331,7.833,-1.038,1.801,12.309,7.548,7.701
0.828125,2.248,5.035,1.699,9.511,4.384,2.289,4.211,1.19,2.004,-8.097,-0.214,1.16,-1.322,2.055,-2.289,14.791,3.143,0.987,29.022,3.011,2.97,5.768,3.896,-4.405,8.718,1.149,9.125,2.777,1.953,3.774,5.849,0.01,5.32,2.513,4.262,5.229,6.582,10.834,-4.791,2.858,-3.326,-3.082,-4.639,-1.872,-4.862,-3.255,-4.781,-3.459,-4.374,-1.383,-5.28,-2.736,-5.778,-16.113,-2.167,-5.29,-3.286,5.89,-0.468,-3.479,-2.106,5.961,7.548,4.771
0.83203125,1.76,3.082,9.511,14.394,2.431,3.265,2.747,9.979,6.887,-1.75,-0.214,1.16,-1.811,1.567,-2.777,15.279,4.608,0.987,25.604,1.058,1.017,3.326,0.966,-2.94,8.718,-2.268,1.801,3.265,1.465,4.751,1.455,-4.873,2.879,2.024,3.286,7.67,10.976,19.135,7.416,1.394,-3.815,-3.571,-4.639,-2.36,-4.862,-3.255,-4.781,-2.97,-5.351,0.57,-5.28,-3.225,-4.801,-6.836,-6.561,-5.778,-3.286,2.472,-8.769,-1.038,-6.012,3.52,10.478,3.794
0.8359375,4.201,4.059,14.882,18.3,2.431,6.683,1.77,14.862,2.981,9.481,1.251,1.16,-1.322,1.078,-1.801,5.025,-5.157,0.987,28.534,2.035,0.041,3.326,-1.475,4.384,6.765,1.638,-1.617,4.73,0.488,6.704,-2.94,-2.431,1.414,2.513,5.727,10.111,13.418,17.67,16.205,0.905,-2.838,-2.594,-2.686,-2.36,-3.398,-2.767,-3.805,-1.506,-4.374,4.476,-2.838,-3.225,-2.36,-8.301,-8.026,-4.801,-1.821,2.472,-10.234,5.798,-6.5,8.403,16.337,6.236
0.83984375,7.619,6.012,13.906,19.765,3.896,-1.129,9.094,-11.993,9.816,15.828,3.693,0.671,-0.346,1.078,-0.336,6.002,9.979,0.987,34.882,4.476,0.041,5.28,-3.428,11.22,3.347,10.427,-0.153,5.219,0.0,7.192,-2.452,4.893,1.414,2.513,10.61,12.065,12.441,9.857,14.74,2.37,-1.373,-0.641,-0.244,-1.383,-0.956,-1.79,-1.851,-0.041,-1.933,6.429,-0.397,-2.736,-0.407,-3.906,5.157,-2.848,-0.844,7.355,-1.444,15.076,-3.571,16.215,22.196,11.607
0.84375,10.549,6.989,10.0,16.836,5.361,4.73,7.141,9.003,18.606,13.875,4.669,0.183,0.631,2.055,1.617,9.42,0.702,1.475,39.276,6.917,1.506,8.209,-2.452,14.638,1.394,18.728,4.73,4.73,0.488,5.727,2.92,11.729,2.879,3.001,14.516,12.553,10.0,5.463,7.904,3.835,-0.397,0.336,0.244,-0.895,0.02,-0.814,0.102,1.424,0.02,5.452,0.58,-2.736,-0.407,-1.953,-5.585,-2.36,-0.844,14.679,11.739,19.958,1.801,23.051,24.15,15.025
0.84765625,10.549,6.5,9.511,10.976,5.361,1.801,0.305,2.655,-3.855,6.551,4.669,0.183,1.607,3.52,3.082,6.49,-2.228,1.475,39.276,7.406,3.947,9.186,1.943,14.638,2.858,21.169,9.613,2.777,1.953,2.797,7.802,12.217,3.855,3.001,14.028,9.135,8.535,7.904,3.998,4.812,-1.862,-0.641,-1.709,-1.872,-0.468,-0.814,0.59,0.936,0.997,1.058,-0.397,-3.713,-2.848,-2.441,-14.862,-3.825,-2.309,18.585,20.04,17.517,6.195,24.028,21.22,14.537
0.8515625,7.131,6.012,15.371,6.093,4.384,8.636,-1.648,10.468,-6.785,-0.773,4.181,0.183,2.096,3.52,3.082,9.42,-8.575,0.987,35.858,5.941,6.388,7.233,7.314,12.197,6.765,17.263,11.078,0.824,3.906,0.356,9.267,5.87,4.832,3.001,9.633,3.764,8.535,11.81,4.486,4.323,-4.791,-3.571,-5.127,-3.337,-1.933,-2.279,0.102,-1.506,0.509,-2.848,-1.862,-6.154,-5.29,-4.395,1.251,-6.755,-3.774,16.632,16.622,7.751,7.66,20.121,14.872,10.63
0.85546875,2.736,5.524,21.718,4.628,3.408,0.336,9.583,1.19,6.887,-3.703,3.693,-0.305,2.096,1.567,2.594,0.631,-8.087,0.498,33.417,3.011,6.877,3.326,10.732,8.779,10.183,10.915,9.125,0.336,5.371,-0.132,7.314,-2.431,4.832,3.001,5.727,-0.142,8.046,11.322,3.998,3.835,-7.233,-6.012,-8.057,-4.801,-3.398,-4.232,-0.387,-2.97,0.02,-4.313,-2.35,-8.108,-5.778,1.953,-8.514,-8.708,-3.286,10.284,4.415,-2.014,5.707,15.238,9.989,6.236
0.859375,0.295,6.012,19.765,5.605,2.431,11.566,-5.066,24.628,-11.668,-2.726,4.181,-0.305,1.119,0.59,2.594,20.162,-1.74,0.987,33.417,0.081,5.412,-0.092,10.244,5.361,9.206,7.009,5.707,0.336,5.859,0.844,5.849,-6.337,3.855,3.001,4.262,-0.631,6.093,5.463,-0.885,2.858,-7.721,-6.5,-8.057,-4.313,-2.909,-4.72,-1.363,-3.947,-0.468,-3.825,-2.838,-7.131,-4.313,-5.371,-7.05,-7.731,-2.309,2.472,-8.28,-7.385,2.289,12.797,9.501,4.283
0.86328125,0.295,5.035,9.511,6.093,1.943,10.59,-3.601,20.233,-8.25,0.692,3.693,0.671,0.631,1.078,1.129,16.256,-10.04,0.987,34.882,-0.407,2.97,-0.092,7.314,3.408,3.835,8.962,2.777,1.312,4.395,3.286,4.873,-2.431,2.879,3.001,5.727,2.787,4.629,2.045,-6.744,1.882,-5.28,-5.035,-5.127,-1.872,-1.933,-3.255,-1.363,-3.459,-0.956,-1.383,-3.815,-4.201,-2.848,-9.766,2.228,-5.29,-0.356,-2.411,-11.698,-4.944,-1.129,13.285,11.943,5.259
0.8671875,2.248,3.082,-2.696,4.628,1.943,1.312,4.211,-22.736,3.957,4.598,1.251,1.648,-0.346,3.031,-0.336,9.42,4.608,1.963,34.882,1.058,1.017,2.838,3.408,3.408,-3.489,13.357,0.336,2.777,2.441,5.727,2.92,5.381,0.926,2.513,7.192,6.694,6.093,4.486,-6.256,1.394,-1.862,-2.594,-2.197,0.57,-0.956,-0.814,-1.851,-1.017,-2.421,0.57,-5.768,-0.783,-1.872,-1.953,-4.12,-2.36,0.132,-3.387,-5.839,1.404,-3.571,14.262,13.896,7.212
0.87109375,5.666,0.641,-6.602,2.675,1.943,3.265,-0.183,4.608,-1.414,8.016,-2.655,3.113,-0.834,5.473,-2.777,21.627,0.214,1.963,32.44,3.988,1.017,7.721,0.966,5.361,-8.372,15.798,-3.082,4.242,0.0,8.169,-1.475,11.241,-1.516,2.513,7.192,8.647,9.023,9.857,1.068,1.394,0.092,-1.617,-0.732,2.035,-1.444,1.139,-2.828,0.448,-4.374,1.058,-8.698,0.682,-2.36,12.695,5.157,-1.383,-0.356,-0.946,3.438,8.24,-5.524,13.285,13.896,7.701
0.875,7.131,0.641,1.211,4.628,2.92,3.754,3.723,7.05,7.863,9.969,-6.561,4.089,-2.299,6.449,-5.219,2.096,0.702,1.963,29.999,6.917,1.506,12.115,-0.498,8.291,-7.884,12.38,-6.012,5.707,-0.977,11.098,-5.87,11.241,-3.957,2.513,5.727,8.158,11.464,11.81,8.392,2.37,0.092,-2.106,-2.197,1.546,-2.909,1.628,-4.781,1.424,-6.327,1.058,-9.186,0.193,-3.825,-20.02,-3.143,-2.36,-1.333,2.96,7.833,10.193,-7.477,10.844,12.431,6.724
0.87890625,7.131,3.571,13.418,11.953,4.384,11.078,-1.648,13.885,-8.25,11.434,-7.05,4.089,-2.787,5.473,-6.195,-3.764,-7.111,1.963,30.975,7.894,1.994,14.557,-1.475,9.267,-3.977,5.544,-6.5,7.172,-1.465,13.54,-5.87,7.334,-5.422,2.513,4.751,6.694,10.0,9.369,8.392,3.347,-1.862,-3.571,-3.662,1.058,-3.886,1.628,-5.758,2.401,-6.816,1.546,-7.721,-0.295,-4.313,0.488,-12.421,-4.313,-1.333,7.355,4.415,10.193,-8.453,10.356,11.943,5.747
0.8828125,5.178,6.989,21.23,21.23,5.361,-2.106,5.188,-7.111,4.934,10.946,-4.12,4.089,-2.299,4.496,-4.73,2.584,6.561,1.963,35.37,6.917,1.017,13.092,-2.94,6.826,0.905,0.173,-2.106,7.172,-1.465,13.54,-2.452,3.428,-3.469,2.513,6.704,6.205,6.093,8.881,2.533,3.347,-3.326,-4.059,-4.15,1.058,-3.398,2.116,-5.269,4.354,-5.839,3.499,-4.791,-0.783,-3.337,-3.906,15.411,-4.313,-0.356,12.726,-2.909,9.216,-6.5,13.285,15.361,7.212
0.88671875,3.225,8.942,20.742,25.625,5.849,6.195,-0.183,10.468,-1.414,9.969,0.763,3.601,-1.322,4.496,-1.801,19.185,-8.575,2.452,40.253,4.476,0.041,9.674,-3.916,3.896,3.835,1.149,5.219,6.195,-1.465,10.122,1.455,3.428,0.926,2.024,10.61,6.694,1.211,12.299,-2.838,2.858,-1.862,-2.106,-1.709,2.523,-1.933,3.092,-3.316,6.795,-3.398,6.429,-1.862,0.682,-0.895,-7.324,-5.585,-2.36,1.109,16.632,-6.327,10.193,-3.082,18.168,19.755,10.142
0.890625,2.248,8.453,15.371,21.718,4.873,4.242,5.188,5.096,10.305,9.481,3.693,3.601,0.142,4.985,1.129,0.631,13.885,2.94,41.718,2.523,0.529,6.256,-2.94,2.92,4.323,7.009,10.101,3.754,-0.488,5.727,3.408,6.846,5.32,1.536,13.051,6.694,-0.254,15.228,-1.862,1.882,0.58,0.824,1.221,3.988,-0.468,4.557,-0.875,8.26,-0.956,8.382,-0.397,2.146,0.57,0.488,-2.655,0.081,2.085,18.097,-2.909,11.658,0.824,22.074,21.708,13.072
0.89453125,3.225,5.524,10.976,11.953,2.92,4.73,4.211,2.167,8.352,8.504,4.181,3.601,1.607,5.473,2.106,24.068,-3.693,2.94,38.788,2.523,1.506,5.28,-0.01,6.337,3.835,13.357,7.66,2.289,0.0,2.309,1.943,9.776,7.762,1.048,13.051,5.229,4.14,8.881,3.998,1.394,3.51,2.289,2.686,3.988,0.02,5.046,0.59,7.772,0.02,7.894,-0.885,3.123,0.081,7.812,-0.214,0.57,1.109,15.656,4.415,12.146,3.265,22.074,20.243,13.56
0.8984375,4.201,2.106,10.0,1.211,1.455,3.265,0.793,3.143,2.492,7.039,1.74,3.113,1.119,4.985,1.617,0.142,-10.04,2.452,34.882,3.499,2.482,6.744,3.408,10.732,4.812,16.286,-1.129,2.289,0.977,2.309,-0.498,9.288,6.297,1.536,9.633,2.787,11.953,-5.28,5.951,1.394,3.51,1.801,1.709,2.035,-0.956,2.604,0.102,4.842,0.02,4.964,-1.862,1.17,-1.872,3.906,-7.05,-0.895,-0.356,8.82,8.809,10.193,2.777,18.168,15.361,10.63
0.90234375,5.666,0.153,11.464,-3.184,0.478,18.402,-2.136,36.835,0.051,5.086,-0.214,2.136,0.631,4.496,0.641,5.025,-12.482,1.475,32.928,4.476,1.994,9.186,5.361,14.638,6.276,15.31,-9.43,2.777,1.465,4.751,-1.963,5.381,2.879,2.024,6.704,3.276,18.3,-14.069,1.068,1.394,1.556,-0.641,-0.732,-0.407,-2.421,-0.326,-1.851,1.424,-1.444,2.523,-2.838,-1.272,-3.825,-13.672,-18.768,-3.337,-1.821,2.472,5.391,7.751,0.336,14.262,11.943,7.701
0.90625,6.154,-1.312,13.906,-0.743,-0.498,0.336,4.211,-7.111,-5.809,5.086,-0.702,2.136,-0.346,4.496,-0.336,-5.717,5.585,1.475,34.882,4.476,0.041,9.674,3.896,14.638,6.765,13.845,-10.406,3.754,0.488,7.68,-0.01,0.987,-1.027,2.024,6.704,6.694,18.3,-3.326,-6.744,1.394,-1.373,-3.082,-3.174,-1.872,-3.886,-2.279,-3.316,-0.529,-2.909,2.035,-3.326,-3.713,-4.801,18.066,18.341,-5.29,-1.821,-0.458,-3.398,7.263,-2.106,13.285,12.919,7.212
0.91015625,4.201,-3.265,15.371,5.605,-0.987,7.66,-1.648,13.885,-7.762,7.039,0.275,3.113,-0.834,5.473,-0.824,51.9,-9.064,1.475,39.276,3.011,-1.912,8.698,0.966,13.173,5.3,15.31,-2.106,3.754,-0.488,8.657,2.92,-0.478,-2.004,1.536,8.657,10.6,11.953,21.088,-10.162,0.417,-3.326,-4.547,-4.15,-0.895,-3.886,-1.302,-3.805,0.448,-3.886,3.988,-4.303,-3.713,-4.313,11.23,4.181,-5.778,-0.844,1.984,-11.698,9.216,-4.547,16.215,17.314,8.677
0.9140625,2.248,-4.242,16.836,9.023,-0.987,3.265,1.282,9.003,-0.437,10.946,0.275,4.089,-0.346,6.938,-0.824,11.373,6.073,2.452,42.206,1.546,-2.401,6.744,-0.987,11.709,2.37,18.239,10.101,3.265,-0.977,7.68,4.384,0.987,-1.027,0.559,10.61,11.576,3.652,38.177,-4.791,-0.559,-2.838,-3.571,-3.662,1.058,-2.909,1.139,-3.805,1.912,-4.862,5.452,-4.791,-1.76,-3.337,-3.906,-9.003,-4.313,0.132,7.355,-13.163,11.169,-5.524,19.633,21.22,10.63
0.91796875,0.295,-2.777,15.859,7.558,-0.987,10.59,2.747,23.163,1.027,12.41,0.275,5.066,0.142,8.891,-1.312,0.142,-6.134,2.94,42.206,0.57,-1.424,6.744,-0.987,10.244,-1.048,18.728,17.914,3.265,-0.977,7.192,1.943,2.94,0.437,0.071,9.145,7.182,-0.254,32.318,4.974,-1.048,-1.373,-2.106,-2.686,2.523,-2.421,3.581,-3.316,3.377,-4.374,4.964,-5.768,0.193,-2.848,-26.855,-10.468,-2.848,0.621,10.284,-5.839,11.169,-5.524,21.098,22.196,9.165
